fecha_hora,metal,simbolo,divisa,precio_general,precio_compra,precio_venta
2025-10-08 06:16:07,Plata                         ,XAG       ,USD       ,48.5966254358,48.5966254358,48.5966254358
2025-10-08 06:16:07,Platino                       ,XPT       ,USD       ,1667.0122938823,1667.0122938823,1667.0122938823
2025-10-08 06:06:21,Oro                           ,XAU       ,USD       ,4028.8351791442,4028.8351791442,4028.8351791442
2025-10-08 06:06:21,Paladio                       ,XPD       ,USD       ,1408.5187495678,1408.5187495678,1408.5187495678
2025-10-08 06:06:21,Plata                         ,XAG       ,USD       ,48.6073479572,48.6073479572,48.6073479572
2025-10-08 06:06:21,Platino                       ,XPT       ,USD       ,1669.4624597993,1669.4624597993,1669.4624597993
2025-10-08 05:56:21,Oro                           ,XAU       ,USD       ,4029.9993149001,4029.9993149001,4029.9993149001
2025-10-08 05:56:21,Paladio                       ,XPD       ,USD       ,1418.4759327188,1418.4759327188,1418.4759327188
2025-10-08 05:56:21,Plata                         ,XAG       ,USD       ,48.7538139987,48.7538139987,48.7538139987
2025-10-08 05:56:21,Platino                       ,XPT       ,USD       ,1671.9419220878,1671.9419220878,1671.9419220878
2025-10-08 05:46:21,Oro                           ,XAU       ,USD       ,4031.1267482997,4031.1267482997,4031.1267482997
2025-10-08 05:46:21,Paladio                       ,XPD       ,USD       ,1408.9567379834,1408.9567379834,1408.9567379834
2025-10-08 05:46:21,Plata                         ,XAG       ,USD       ,48.6201371695,48.6201371695,48.6201371695
2025-10-08 05:46:21,Platino                       ,XPT       ,USD       ,1674.8412878525,1674.8412878525,1674.8412878525
2025-10-07 20:18:07,Oro                           ,XAU       ,USD       ,3980.8711181033,3980.8711181033,3980.8711181033
2025-10-07 20:18:07,Paladio                       ,XPD       ,USD       ,1369.7678805047,1369.7678805047,1369.7678805047
2025-10-07 20:18:07,Plata                         ,XAG       ,USD       ,47.7416427013,47.7416427013,47.7416427013
2025-10-07 20:18:07,Platino                       ,XPT       ,USD       ,1639.4458541857,1639.4458541857,1639.4458541857
2025-10-07 20:08:07,Oro                           ,XAU       ,USD       ,3980.8441778163,3980.8441778163,3980.8441778163
2025-10-07 20:08:07,Paladio                       ,XPD       ,USD       ,1364.1624963082,1364.1624963082,1364.1624963082
2025-10-07 20:08:07,Plata                         ,XAG       ,USD       ,47.7191890641,47.7191890641,47.7191890641
2025-10-07 20:08:07,Platino                       ,XPT       ,USD       ,1640.1495488359,1640.1495488359,1640.1495488359
2025-10-07 19:58:08,Oro                           ,XAU       ,USD       ,3981.1468808311,3981.1468808311,3981.1468808311
2025-10-07 19:58:08,Paladio                       ,XPD       ,USD       ,1369.5770910292,1369.5770910292,1369.5770910292
2025-10-07 19:58:08,Plata                         ,XAG       ,USD       ,47.7130325233,47.7130325233,47.7130325233
2025-10-07 19:58:08,Platino                       ,XPT       ,USD       ,1639.9806285488,1639.9806285488,1639.9806285488
2025-10-07 19:48:07,Oro                           ,XAU       ,USD       ,3981.2356401807,3981.2356401807,3981.2356401807
2025-10-07 19:48:07,Paladio                       ,XPD       ,USD       ,1360.8700858981,1360.8700858981,1360.8700858981
2025-10-07 19:48:07,Plata                         ,XAG       ,USD       ,47.6967422052,47.6967422052,47.6967422052
2025-10-07 19:48:07,Platino                       ,XPT       ,USD       ,1638.0118336527,1638.0118336527,1638.0118336527
2025-10-07 16:56:52,Oro                           ,XAU       ,USD       ,3976.053027824,3976.053027824,3976.053027824
2025-10-07 16:56:52,Paladio                       ,XPD       ,USD       ,1360.1332168878,1360.1332168878,1360.1332168878
2025-10-07 16:56:52,Plata                         ,XAG       ,USD       ,47.603749814,47.603749814,47.603749814
2025-10-07 16:56:52,Platino                       ,XPT       ,USD       ,1635.1726954939,1635.1726954939,1635.1726954939
2025-10-07 16:47:08,Oro                           ,XAU       ,USD       ,3975.2627350523,3975.2627350523,3975.2627350523
2025-10-07 16:47:08,Paladio                       ,XPD       ,USD       ,1355.6636441242,1355.6636441242,1355.6636441242
2025-10-07 16:47:08,Plata                         ,XAG       ,USD       ,47.5895339498,47.5895339498,47.5895339498
2025-10-07 16:47:08,Platino                       ,XPT       ,USD       ,1637.0625727879,1637.0625727879,1637.0625727879
2025-10-07 16:37:08,Oro                           ,XAU       ,USD       ,3975.3954822811,3975.3954822811,3975.3954822811
2025-10-07 16:37:08,Paladio                       ,XPD       ,USD       ,1368.6106412215,1368.6106412215,1368.6106412215
2025-10-07 16:37:08,Plata                         ,XAG       ,USD       ,47.5840008695,47.5840008695,47.5840008695
2025-10-07 16:37:08,Platino                       ,XPT       ,USD       ,1633.2252900363,1633.2252900363,1633.2252900363
2025-10-07 16:26:37,Oro                           ,XAU       ,USD       ,3972.1015475705,3972.1015475705,3972.1015475705
2025-10-07 16:26:37,Paladio                       ,XPD       ,USD       ,1353.0692006947,1353.0692006947,1353.0692006947
2025-10-07 16:26:37,Plata                         ,XAG       ,USD       ,47.5685110594,47.5685110594,47.5685110594
2025-10-07 16:26:37,Platino                       ,XPT       ,USD       ,1631.6692645561,1631.6692645561,1631.6692645561
2025-10-07 16:17:08,Oro                           ,XAU       ,USD       ,3964.9419829864,3964.9419829864,3964.9419829864
2025-10-07 16:17:08,Paladio                       ,XPD       ,USD       ,1360.3402591884,1360.3402591884,1360.3402591884
2025-10-07 16:17:08,Plata                         ,XAG       ,USD       ,47.3739768482,47.3739768482,47.3739768482
2025-10-07 16:17:08,Platino                       ,XPT       ,USD       ,1626.4478638884,1626.4478638884,1626.4478638884
2025-10-07 16:07:08,Oro                           ,XAU       ,USD       ,3971.8901391075,3971.8901391075,3971.8901391075
2025-10-07 16:07:08,Paladio                       ,XPD       ,USD       ,1361.3877224065,1361.3877224065,1361.3877224065
2025-10-07 16:07:08,Plata                         ,XAG       ,USD       ,47.8497362101,47.8497362101,47.8497362101
2025-10-07 16:07:08,Platino                       ,XPT       ,USD       ,1637.532238916,1637.532238916,1637.532238916
2025-10-07 15:57:07,Oro                           ,XAU       ,USD       ,3963.7915568862,3963.7915568862,3963.7915568862
2025-10-07 15:57:07,Paladio                       ,XPD       ,USD       ,1349.3473881357,1349.3473881357,1349.3473881357
2025-10-07 15:57:07,Plata                         ,XAG       ,USD       ,47.6050802885,47.6050802885,47.6050802885
2025-10-07 15:57:07,Platino                       ,XPT       ,USD       ,1627.3925314726,1627.3925314726,1627.3925314726
2025-10-07 15:46:38,Oro                           ,XAU       ,USD       ,3970.2091387068,3970.2091387068,3970.2091387068
2025-10-07 15:46:38,Paladio                       ,XPD       ,USD       ,1358.2466556911,1358.2466556911,1358.2466556911
2025-10-07 15:46:38,Plata                         ,XAG       ,USD       ,47.7372106272,47.7372106272,47.7372106272
2025-10-07 15:46:38,Platino                       ,XPT       ,USD       ,1639.0143099061,1639.0143099061,1639.0143099061
2025-10-07 15:36:42,Oro                           ,XAU       ,USD       ,3984.3828131257,3984.3828131257,3984.3828131257
2025-10-07 15:36:42,Paladio                       ,XPD       ,USD       ,1387.113960983,1387.113960983,1387.113960983
2025-10-07 15:36:42,Plata                         ,XAG       ,USD       ,48.046960715,48.046960715,48.046960715
2025-10-07 15:36:42,Platino                       ,XPT       ,USD       ,1650.8057252584,1650.8057252584,1650.8057252584
2025-10-07 15:26:52,Oro                           ,XAU       ,USD       ,3987.3775576036,3987.3775576036,3987.3775576036
2025-10-07 15:26:52,Paladio                       ,XPD       ,USD       ,1386.8521424231,1386.8521424231,1386.8521424231
2025-10-07 15:26:52,Plata                         ,XAG       ,USD       ,48.1818715323,48.1818715323,48.1818715323
2025-10-07 15:26:52,Platino                       ,XPT       ,USD       ,1656.96541035,1656.96541035,1656.96541035
2025-10-07 15:16:37,Oro                           ,XAU       ,USD       ,3988.4844477026,3988.4844477026,3988.4844477026
2025-10-07 15:16:37,Paladio                       ,XPD       ,USD       ,1389.8318511935,1389.8318511935,1389.8318511935
2025-10-07 15:16:37,Plata                         ,XAG       ,USD       ,48.1560044971,48.1560044971,48.1560044971
2025-10-07 15:16:37,Platino                       ,XPT       ,USD       ,1655.7382423544,1655.7382423544,1655.7382423544
2025-10-07 15:06:37,Oro                           ,XAU       ,USD       ,3982.0187959251,3982.0187959251,3982.0187959251
2025-10-07 15:06:37,Paladio                       ,XPD       ,USD       ,1382.7871485422,1382.7871485422,1382.7871485422
2025-10-07 15:06:37,Plata                         ,XAG       ,USD       ,48.0647749361,48.0647749361,48.0647749361
2025-10-07 15:06:37,Platino                       ,XPT       ,USD       ,1647.9823916377,1647.9823916377,1647.9823916377
2025-10-07 14:56:37,Oro                           ,XAU       ,USD       ,3985.86135261,3985.86135261,3985.86135261
2025-10-07 14:56:37,Paladio                       ,XPD       ,USD       ,1399.3797668997,1399.3797668997,1399.3797668997
2025-10-07 14:56:37,Plata                         ,XAG       ,USD       ,48.142218275,48.142218275,48.142218275
2025-10-07 14:56:37,Platino                       ,XPT       ,USD       ,1650.5915555076,1650.5915555076,1650.5915555076
2025-10-07 14:46:38,Oro                           ,XAU       ,USD       ,3984.422501787,3984.422501787,3984.422501787
2025-10-07 14:46:38,Paladio                       ,XPD       ,USD       ,1382.8594297115,1382.8594297115,1382.8594297115
2025-10-07 14:46:38,Plata                         ,XAG       ,USD       ,48.1087523363,48.1087523363,48.1087523363
2025-10-07 14:46:38,Platino                       ,XPT       ,USD       ,1645.8737943974,1645.8737943974,1645.8737943974
2025-10-07 14:36:37,Oro                           ,XAU       ,USD       ,3984.2081924086,3984.2081924086,3984.2081924086
2025-10-07 14:36:37,Paladio                       ,XPD       ,USD       ,1379.2500383087,1379.2500383087,1379.2500383087
2025-10-07 14:36:37,Plata                         ,XAG       ,USD       ,48.2245321098,48.2245321098,48.2245321098
2025-10-07 14:36:37,Platino                       ,XPT       ,USD       ,1646.3672330774,1646.3672330774,1646.3672330774
2025-10-07 14:26:42,Oro                           ,XAU       ,USD       ,3974.5059291679,3974.5059291679,3974.5059291679
2025-10-07 14:26:42,Paladio                       ,XPD       ,USD       ,1381.6561110443,1381.6561110443,1381.6561110443
2025-10-07 14:26:42,Plata                         ,XAG       ,USD       ,48.1175896115,48.1175896115,48.1175896115
2025-10-07 14:26:42,Platino                       ,XPT       ,USD       ,1644.2016652803,1644.2016652803,1644.2016652803
2025-10-07 14:16:37,Oro                           ,XAU       ,USD       ,3970.5086499516,3970.5086499516,3970.5086499516
2025-10-07 14:16:37,Paladio                       ,XPD       ,USD       ,1369.1234994578,1369.1234994578,1369.1234994578
2025-10-07 14:16:37,Plata                         ,XAG       ,USD       ,48.0571494083,48.0571494083,48.0571494083
2025-10-07 14:16:37,Platino                       ,XPT       ,USD       ,1641.0232173606,1641.0232173606,1641.0232173606
2025-10-07 14:06:37,Oro                           ,XAU       ,USD       ,3970.7183347125,3970.7183347125,3970.7183347125
2025-10-07 14:06:37,Paladio                       ,XPD       ,USD       ,1360.9964017977,1360.9964017977,1360.9964017977
2025-10-07 14:06:37,Plata                         ,XAG       ,USD       ,48.0739755413,48.0739755413,48.0739755413
2025-10-07 14:06:37,Platino                       ,XPT       ,USD       ,1635.9374895198,1635.9374895198,1635.9374895198
2025-10-07 13:56:37,Oro                           ,XAU       ,USD       ,3979.154007983,3979.154007983,3979.154007983
2025-10-07 13:56:37,Paladio                       ,XPD       ,USD       ,1368.1088357941,1368.1088357941,1368.1088357941
2025-10-07 13:56:37,Plata                         ,XAG       ,USD       ,48.3153803848,48.3153803848,48.3153803848
2025-10-07 13:56:37,Platino                       ,XPT       ,USD       ,1645.4063709477,1645.4063709477,1645.4063709477
2025-10-07 13:46:37,Oro                           ,XAU       ,USD       ,3973.852053488,3973.852053488,3973.852053488
2025-10-07 13:46:37,Paladio                       ,XPD       ,USD       ,1366.8320168919,1366.8320168919,1366.8320168919
2025-10-07 13:46:37,Plata                         ,XAG       ,USD       ,48.2892961512,48.2892961512,48.2892961512
2025-10-07 13:46:37,Platino                       ,XPT       ,USD       ,1642.6589325904,1642.6589325904,1642.6589325904
2025-10-07 13:36:26,Oro                           ,XAU       ,USD       ,3974.6386258561,3974.6386258561,3974.6386258561
2025-10-07 13:36:26,Paladio                       ,XPD       ,USD       ,1382.7108599494,1382.7108599494,1382.7108599494
2025-10-07 13:36:26,Plata                         ,XAG       ,USD       ,48.3474159445,48.3474159445,48.3474159445
2025-10-07 13:36:26,Platino                       ,XPT       ,USD       ,1646.3100429852,1646.3100429852,1646.3100429852
2025-10-07 11:30:50,Oro                           ,XAU       ,USD       ,3958.4693232482,3958.4693232482,3958.4693232482
2025-10-07 11:30:50,Paladio                       ,XPD       ,USD       ,1339.6042889307,1339.6042889307,1339.6042889307
2025-10-07 11:30:50,Plata                         ,XAG       ,USD       ,48.4164288524,48.4164288524,48.4164288524
2025-10-07 11:30:50,Platino                       ,XPT       ,USD       ,1630.7853128213,1630.7853128213,1630.7853128213
2025-10-07 11:20:51,Oro                           ,XAU       ,USD       ,3959.2513847482,3959.2513847482,3959.2513847482
2025-10-07 11:20:51,Paladio                       ,XPD       ,USD       ,1339.6728438535,1339.6728438535,1339.6728438535
2025-10-07 11:20:51,Plata                         ,XAG       ,USD       ,48.4464669036,48.4464669036,48.4464669036
2025-10-07 11:20:51,Platino                       ,XPT       ,USD       ,1628.9199755597,1628.9199755597,1628.9199755597
2025-10-07 11:10:41,Oro                           ,XAU       ,USD       ,3960.099620266,3960.099620266,3960.099620266
2025-10-07 11:10:41,Paladio                       ,XPD       ,USD       ,1350.8084723788,1350.8084723788,1350.8084723788
2025-10-07 11:10:41,Plata                         ,XAG       ,USD       ,48.4500640403,48.4500640403,48.4500640403
2025-10-07 11:10:41,Platino                       ,XPT       ,USD       ,1631.0898779455,1631.0898779455,1631.0898779455
2025-10-07 11:00:51,Oro                           ,XAU       ,USD       ,3960.1262805068,3960.1262805068,3960.1262805068
2025-10-07 11:00:51,Paladio                       ,XPD       ,USD       ,1352.4823189986,1352.4823189986,1352.4823189986
2025-10-07 11:00:51,Plata                         ,XAG       ,USD       ,48.45234982,48.45234982,48.45234982
2025-10-07 11:00:51,Platino                       ,XPT       ,USD       ,1635.7215413077,1635.7215413077,1635.7215413077
2025-10-07 10:50:50,Oro                           ,XAU       ,USD       ,3958.8485609783,3958.8485609783,3958.8485609783
2025-10-07 10:50:50,Paladio                       ,XPD       ,USD       ,1342.4352231376,1342.4352231376,1342.4352231376
2025-10-07 10:50:50,Plata                         ,XAG       ,USD       ,48.4311313743,48.4311313743,48.4311313743
2025-10-07 10:50:50,Platino                       ,XPT       ,USD       ,1633.3736123266,1633.3736123266,1633.3736123266
2025-10-07 10:40:36,Oro                           ,XAU       ,USD       ,3960.8431050633,3960.8431050633,3960.8431050633
2025-10-07 10:40:36,Paladio                       ,XPD       ,USD       ,1349.1425861579,1349.1425861579,1349.1425861579
2025-10-07 10:40:36,Plata                         ,XAG       ,USD       ,48.4641352072,48.4641352072,48.4641352072
2025-10-07 10:40:36,Platino                       ,XPT       ,USD       ,1635.1467601447,1635.1467601447,1635.1467601447
2025-10-07 10:30:36,Oro                           ,XAU       ,USD       ,3957.3618010112,3957.3618010112,3957.3618010112
2025-10-07 10:30:36,Paladio                       ,XPD       ,USD       ,1352.1114572516,1352.1114572516,1352.1114572516
2025-10-07 10:30:36,Plata                         ,XAG       ,USD       ,48.4228995727,48.4228995727,48.4228995727
2025-10-07 10:30:36,Platino                       ,XPT       ,USD       ,1632.0503350436,1632.0503350436,1632.0503350436
2025-10-07 10:20:36,Oro                           ,XAU       ,USD       ,3958.7200507983,3958.7200507983,3958.7200507983
2025-10-07 10:20:36,Paladio                       ,XPD       ,USD       ,1344.103545436,1344.103545436,1344.103545436
2025-10-07 10:20:36,Plata                         ,XAG       ,USD       ,48.4019500836,48.4019500836,48.4019500836
2025-10-07 10:20:36,Platino                       ,XPT       ,USD       ,1629.6664480198,1629.6664480198,1629.6664480198
2025-10-07 10:10:36,Oro                           ,XAU       ,USD       ,3955.9700533067,3955.9700533067,3955.9700533067
2025-10-07 10:10:36,Paladio                       ,XPD       ,USD       ,1348.2436497387,1348.2436497387,1348.2436497387
2025-10-07 10:10:36,Plata                         ,XAG       ,USD       ,48.3803635541,48.3803635541,48.3803635541
2025-10-07 10:10:36,Platino                       ,XPT       ,USD       ,1631.7360921422,1631.7360921422,1631.7360921422
2025-10-07 10:00:42,Oro                           ,XAU       ,USD       ,3956.3065504568,3956.3065504568,3956.3065504568
2025-10-07 10:00:42,Paladio                       ,XPD       ,USD       ,1342.7084820103,1342.7084820103,1342.7084820103
2025-10-07 10:00:42,Plata                         ,XAG       ,USD       ,48.3339675314,48.3339675314,48.3339675314
2025-10-07 10:00:42,Platino                       ,XPT       ,USD       ,1633.1303352327,1633.1303352327,1633.1303352327
2025-10-07 09:50:36,Oro                           ,XAU       ,USD       ,3959.3517115882,3959.3517115882,3959.3517115882
2025-10-07 09:50:36,Paladio                       ,XPD       ,USD       ,1351.0510163619,1351.0510163619,1351.0510163619
2025-10-07 09:50:36,Plata                         ,XAG       ,USD       ,48.3479397778,48.3479397778,48.3479397778
2025-10-07 09:50:36,Platino                       ,XPT       ,USD       ,1634.5619627297,1634.5619627297,1634.5619627297
2025-10-07 09:40:36,Oro                           ,XAU       ,USD       ,3960.1937168359,3960.1937168359,3960.1937168359
2025-10-07 09:40:36,Paladio                       ,XPD       ,USD       ,1344.907969965,1344.907969965,1344.907969965
2025-10-07 09:40:36,Plata                         ,XAG       ,USD       ,48.3038648521,48.3038648521,48.3038648521
2025-10-07 09:40:36,Platino                       ,XPT       ,USD       ,1635.3256505734,1635.3256505734,1635.3256505734
2025-10-07 09:30:36,Oro                           ,XAU       ,USD       ,3958.4881267128,3958.4881267128,3958.4881267128
2025-10-07 09:30:36,Paladio                       ,XPD       ,USD       ,1337.7976532889,1337.7976532889,1337.7976532889
2025-10-07 09:30:36,Plata                         ,XAG       ,USD       ,48.2314334014,48.2314334014,48.2314334014
2025-10-07 09:30:36,Platino                       ,XPT       ,USD       ,1629.8552981869,1629.8552981869,1629.8552981869
2025-10-07 09:20:36,Oro                           ,XAU       ,USD       ,3960.857224564,3960.857224564,3960.857224564
2025-10-07 09:20:36,Paladio                       ,XPD       ,USD       ,1349.1560556667,1349.1560556667,1349.1560556667
2025-10-07 09:20:36,Plata                         ,XAG       ,USD       ,48.3959501107,48.3959501107,48.3959501107
2025-10-07 09:20:36,Platino                       ,XPT       ,USD       ,1633.3808157136,1633.3808157136,1633.3808157136
2025-10-07 09:10:36,Oro                           ,XAU       ,USD       ,3955.1345358788,3955.1345358788,3955.1345358788
2025-10-07 09:10:36,Paladio                       ,XPD       ,USD       ,1343.4220748697,1343.4220748697,1343.4220748697
2025-10-07 09:10:36,Plata                         ,XAG       ,USD       ,48.2818833859,48.2818833859,48.2818833859
2025-10-07 09:10:36,Platino                       ,XPT       ,USD       ,1633.5190263312,1633.5190263312,1633.5190263312
2025-10-07 09:01:55,Oro                           ,XAU       ,USD       ,3953.0988539571,3953.0988539571,3953.0988539571
2025-10-07 09:01:55,Paladio                       ,XPD       ,USD       ,1337.3986686464,1337.3986686464,1337.3986686464
2025-10-07 09:01:55,Plata                         ,XAG       ,USD       ,48.2117304926,48.2117304926,48.2117304926
2025-10-07 09:01:55,Platino                       ,XPT       ,USD       ,1630.5502503791,1630.5502503791,1630.5502503791
2025-10-07 08:51:50,Oro                           ,XAU       ,USD       ,3952.2770451354,3952.2770451354,3952.2770451354
2025-10-07 08:51:50,Paladio                       ,XPD       ,USD       ,1346.8209369241,1346.8209369241,1346.8209369241
2025-10-07 08:51:50,Plata                         ,XAG       ,USD       ,48.1883143039,48.1883143039,48.1883143039
2025-10-07 08:51:50,Platino                       ,XPT       ,USD       ,1627.0443405378,1627.0443405378,1627.0443405378
2025-10-07 08:41:50,Oro                           ,XAU       ,USD       ,3952.8222755765,3952.8222755765,3952.8222755765
2025-10-07 08:41:50,Paladio                       ,XPD       ,USD       ,1338.6517073231,1338.6517073231,1338.6517073231
2025-10-07 08:41:50,Plata                         ,XAG       ,USD       ,48.1541644403,48.1541644403,48.1541644403
2025-10-07 08:41:50,Platino                       ,XPT       ,USD       ,1625.9078663048,1625.9078663048,1625.9078663048
2025-10-07 08:31:51,Oro                           ,XAU       ,USD       ,3950.815507583,3950.815507583,3950.815507583
2025-10-07 08:31:51,Paladio                       ,XPD       ,USD       ,1337.5678949463,1337.5678949463,1337.5678949463
2025-10-07 08:31:51,Plata                         ,XAG       ,USD       ,48.0471643265,48.0471643265,48.0471643265
2025-10-07 08:31:51,Platino                       ,XPT       ,USD       ,1621.8043156862,1621.8043156862,1621.8043156862
2025-10-07 08:21:50,Oro                           ,XAU       ,USD       ,3948.9635945046,3948.9635945046,3948.9635945046
2025-10-07 08:21:50,Paladio                       ,XPD       ,USD       ,1340.8864573552,1340.8864573552,1340.8864573552
2025-10-07 08:21:50,Plata                         ,XAG       ,USD       ,48.0546446664,48.0546446664,48.0546446664
2025-10-07 08:21:50,Platino                       ,XPT       ,USD       ,1621.3152368612,1621.3152368612,1621.3152368612
2025-10-07 08:11:50,Oro                           ,XAU       ,USD       ,3943.962601769,3943.962601769,3943.962601769
2025-10-07 08:11:50,Paladio                       ,XPD       ,USD       ,1338.9280889841,1338.9280889841,1338.9280889841
2025-10-07 08:11:50,Plata                         ,XAG       ,USD       ,48.0034323606,48.0034323606,48.0034323606
2025-10-07 08:11:50,Platino                       ,XPT       ,USD       ,1624.0879528079,1624.0879528079,1624.0879528079
2025-10-07 08:01:51,Oro                           ,XAU       ,USD       ,3945.1964865658,3945.1964865658,3945.1964865658
2025-10-07 08:01:51,Paladio                       ,XPD       ,USD       ,1336.0765657381,1336.0765657381,1336.0765657381
2025-10-07 08:01:51,Plata                         ,XAG       ,USD       ,48.014486931,48.014486931,48.014486931
2025-10-07 08:01:51,Platino                       ,XPT       ,USD       ,1626.094259806,1626.094259806,1626.094259806
2025-10-07 07:32:10,Oro                           ,XAU       ,USD       ,3951.17610708,3951.17610708,3951.17610708
2025-10-07 07:32:10,Paladio                       ,XPD       ,USD       ,1340.1647786202,1340.1647786202,1340.1647786202
2025-10-07 07:32:10,Plata                         ,XAG       ,USD       ,48.1545493681,48.1545493681,48.1545493681
2025-10-07 07:32:10,Platino                       ,XPT       ,USD       ,1624.9142248404,1624.9142248404,1624.9142248404
2025-10-07 07:22:06,Oro                           ,XAU       ,USD       ,3948.0001010688,3948.0001010688,3948.0001010688
2025-10-07 07:22:06,Paladio                       ,XPD       ,USD       ,1331.8711164303,1331.8711164303,1331.8711164303
2025-10-07 07:22:06,Plata                         ,XAG       ,USD       ,47.8283110562,47.8283110562,47.8283110562
2025-10-07 07:22:06,Platino                       ,XPT       ,USD       ,1618.5841952699,1618.5841952699,1618.5841952699
2025-10-07 07:12:06,Oro                           ,XAU       ,USD       ,3951.9974580752,3951.9974580752,3951.9974580752
2025-10-07 07:12:06,Paladio                       ,XPD       ,USD       ,1337.1654712853,1337.1654712853,1337.1654712853
2025-10-07 07:12:06,Plata                         ,XAG       ,USD       ,48.2396477005,48.2396477005,48.2396477005
2025-10-07 07:12:06,Platino                       ,XPT       ,USD       ,1630.935054209,1630.935054209,1630.935054209
2025-10-07 07:02:21,Oro                           ,XAU       ,USD       ,3953.8506551531,3953.8506551531,3953.8506551531
2025-10-07 07:02:21,Paladio                       ,XPD       ,USD       ,1345.8057224467,1345.8057224467,1345.8057224467
2025-10-07 07:02:21,Plata                         ,XAG       ,USD       ,48.4361497818,48.4361497818,48.4361497818
2025-10-07 07:02:21,Platino                       ,XPT       ,USD       ,1638.4458030801,1638.4458030801,1638.4458030801
2025-10-07 07:01:52,Oro                           ,XAU       ,USD       ,3953.6912056465,3953.6912056465,3953.6912056465
2025-10-07 07:01:52,Paladio                       ,XPD       ,USD       ,1347.8131596703,1347.8131596703,1347.8131596703
2025-10-07 07:01:52,Plata                         ,XAG       ,USD       ,48.437564263,48.437564263,48.437564263
2025-10-07 07:01:52,Platino                       ,XPT       ,USD       ,1636.8964312711,1636.8964312711,1636.8964312711
2025-10-07 06:58:40,Oro                           ,XAU       ,USD       ,3955.100121382,3955.100121382,3955.100121382
2025-10-07 06:58:40,Oro                           ,XAU       ,USD       ,3955.100121382,3955.100121382,3955.100121382
2025-10-07 06:58:40,Paladio                       ,XPD       ,USD       ,1348.5556496997,1348.5556496997,1348.5556496997
2025-10-07 06:58:40,Paladio                       ,XPD       ,USD       ,1348.5556496997,1348.5556496997,1348.5556496997
2025-10-07 06:58:40,Plata                         ,XAG       ,USD       ,48.4891211699,48.4891211699,48.4891211699
2025-10-07 06:58:40,Plata                         ,XAG       ,USD       ,48.4891211699,48.4891211699,48.4891211699
2025-10-07 06:58:40,Platino                       ,XPT       ,USD       ,1639.4235458928,1639.4235458928,1639.4235458928
2025-10-07 06:58:40,Platino                       ,XPT       ,USD       ,1639.4235458928,1639.4235458928,1639.4235458928
2025-10-07 06:53:20,Oro                           ,XAU       ,USD       ,3956.8012269249,3956.8012269249,3956.8012269249
2025-10-07 06:53:20,Paladio                       ,XPD       ,USD       ,1352.0977458502,1352.0977458502,1352.0977458502
2025-10-07 06:53:20,Plata                         ,XAG       ,USD       ,48.494916147,48.494916147,48.494916147
2025-10-07 06:53:20,Platino                       ,XPT       ,USD       ,1637.3282012918,1637.3282012918,1637.3282012918
2025-10-07 06:51:06,Oro                           ,XAU       ,USD       ,3959.7577736975,3959.7577736975,3959.7577736975
2025-10-07 06:51:06,Paladio                       ,XPD       ,USD       ,1349.8107430357,1349.8107430357,1349.8107430357
2025-10-07 06:51:06,Plata                         ,XAG       ,USD       ,48.5199225665,48.5199225665,48.5199225665
2025-10-07 06:51:06,Platino                       ,XPT       ,USD       ,1637.5105189582,1637.5105189582,1637.5105189582
2025-10-07 06:43:20,Oro                           ,XAU       ,USD       ,3956.2298553721,3956.2298553721,3956.2298553721
